Time c_o3COM[3]
28000 60.405071
28000 20.784189
28000 18.594624
28000 16.519929
28000 28.643034
28000 29.364921
28000 19.286081
28000 19.161316
28000 33.966459
28000 16.779368
28000 19.091949
28000 50.217252
28000 19.185327
28000 83.197431
28000 80.240937
28000 36.937068
28000 24.278579
28000 19.842524
28000 18.109262
28000 18.393546
28000 20.437171
28000 19.09507
28000 28.591404
28000 21.55994
28000 26.576459
28000 21.033487
28000 51.150732
28000 20.131838
28000 30.089791
28000 18.190203
28000 26.631728
28000 20.662924
28000 18.682387
28000 32.946073
28000 43.428176
28000 36.324654
28000 21.315727
28000 23.284689
28000 22.14044
28000 21.282212
28000 17.6629
28000 20.491539
28000 21.034609
28000 38.640895
28000 21.327537
28000 20.49962
28000 23.078566
28000 32.582209
28000 20.242938
28000 24.247131
28000 74.479536
28000 73.96493
28000 30.794255
28000 20.034936
28000 18.970925
28000 72.71115
28000 22.656748
28000 17.845965
28000 19.86539
28000 21.605473
28000 63.317218
28000 22.534769
28000 90.949982
28000 48.550492
28000 73.224792
28000 22.531572
28000 51.00647
28000 50.484903
28000 19.309615
28000 21.051601
28000 18.494771
28000 20.213365
28000 67.146674
28000 30.201119
28000 20.048754
28000 20.742442
28000 17.74859
28000 19.715034
28000 30.764362
28000 19.983488
28000 20.812647
28000 36.863067
28000 67.447011
28000 25.112694
28000 21.853762
28000 21.094105
28000 24.299318
28000 26.1946
28000 17.299954
28000 51.983742
28000 19.022945
28000 59.438501
28000 71.707451
28000 21.103061
28000 15.660754
28000 21.829969
28000 20.145235
28000 83.112198
28000 77.496485
28000 18.861556
28000 21.190698
28000 19.55785
28000 21.761281
28000 20.040294
28000 18.897073
28000 20.974049
28000 18.274183
28000 18.867239
28000 18.755277
28000 20.473575
28000 19.633884
28000 38.272866
28000 26.56028
28000 36.028413
28000 20.877957
28000 27.64292
28000 23.149955
28000 18.374442
28000 19.813224
28000 18.519579
28000 89.735496
28000 18.016926
28000 21.759176
28000 26.373891
28000 68.42209
28000 46.044216
28000 43.24633
28000 24.510937
28000 20.739081
28000 19.302907
28000 53.170062
28000 20.131914
28000 19.256496
28000 20.393519
28000 49.028494
28000 19.462688
28000 33.34486
28000 27.387039
28000 17.414976
28000 21.354969
28000 28.812269
28000 21.857344
28000 20.257367
28000 48.873895
28000 18.667682
28000 27.729841
28000 27.707155
28000 47.59764
28000 33.675509
28000 91.868416
28000 18.411967
28000 20.813462
28000 54.852254
28000 85.019979
28000 32.170938
28000 20.379393
28000 59.357755
28000 24.017181
28000 31.938181
28000 18.388381
28000 20.763414
28000 63.691279
28000 24.269675
