Time c_o3COM[3]
1000 33.172531
1000 29.988611
1000 34.435036
1000 34.012121
1000 37.234646
1000 33.584308
1000 31.643216
1000 36.275851
1000 37.256134
1000 35.328361
1000 31.029669
1000 33.963616
1000 36.479306
1000 29.775562
1000 29.135624
1000 37.755903
1000 32.662789
1000 32.634341
1000 29.00373
1000 32.713015
1000 27.803477
1000 31.059894
1000 33.28663
1000 35.343685
1000 37.638547
1000 33.820108
1000 29.913306
1000 35.42042
1000 36.766812
1000 34.023537
1000 35.596783
1000 34.915426
1000 34.451134
1000 36.655082
1000 30.726781
1000 35.75102
1000 33.463492
1000 31.494719
1000 33.574967
1000 32.895178
1000 34.247045
1000 37.419646
1000 34.663818
1000 29.859855
1000 35.379145
1000 31.237912
1000 32.666316
1000 34.217013
1000 31.18301
1000 36.870288
1000 33.758299
1000 32.087454
1000 36.881733
1000 34.955987
1000 32.826617
1000 36.458275
1000 31.158111
1000 37.183655
1000 33.526376
1000 31.280702
1000 33.433315
1000 32.855604
1000 28.229668
1000 30.787075
1000 30.166985
1000 33.978737
1000 34.821427
1000 33.254033
1000 34.497971
1000 33.975477
1000 33.48498
1000 31.902675
1000 31.932382
1000 32.461688
1000 33.79952
1000 35.199784
1000 32.404801
1000 34.38696
1000 32.842321
1000 34.452008
1000 35.826758
1000 32.074437
1000 32.64373
1000 33.738756
1000 33.76995
1000 34.609942
1000 32.673465
1000 32.851208
1000 30.721296
1000 32.321677
1000 37.054775
1000 31.055276
1000 34.211563
1000 29.923313
1000 25.573155
1000 27.840832
1000 33.98418
1000 31.356651
1000 35.352923
1000 31.628028
1000 35.423889
1000 34.531851
1000 33.958794
1000 32.364023
1000 30.828388
1000 31.186058
1000 33.140043
1000 30.083636
1000 34.097792
1000 33.298907
1000 32.23088
1000 34.426071
1000 35.690847
1000 27.106894
1000 34.77058
1000 29.164229
1000 40.233397
1000 37.389953
1000 36.595706
1000 39.864957
1000 32.948886
1000 35.272198
1000 31.423142
1000 32.77332
1000 33.380983
1000 33.167025
1000 37.209769
1000 37.005579
1000 32.942196
1000 27.978093
1000 32.172498
1000 35.802442
1000 35.717778
1000 35.49484
1000 33.690281
1000 29.593827
1000 34.083735
1000 36.891866
1000 34.896867
1000 33.318199
1000 37.923819
1000 29.849331
1000 33.889852
1000 34.860834
1000 36.821192
1000 35.536108
1000 36.881885
1000 34.272143
1000 35.977833
1000 33.233638
1000 33.535915
1000 36.405053
1000 32.052833
1000 32.334293
1000 33.876994
1000 31.173977
1000 35.171353
1000 38.468637
1000 35.976583
1000 33.367779
1000 31.719817
1000 31.747403
1000 34.688564
1000 33.850944
1000 31.360826
1000 31.604654
1000 33.553619
1000 34.428289
1000 35.466359
1000 34.504153
1000 32.186594
1000 30.428777
1000 33.463327
1000 33.793445
1000 32.890774
1000 32.533874
1000 32.471865
1000 35.369623
1000 25.641833
1000 35.093525
1000 35.241116
1000 31.085024
1000 34.584786
1000 29.663807
1000 31.398948
1000 35.954076
1000 33.882441
1000 34.782816
1000 32.61493
1000 33.968371
1000 34.374086
1000 35.700955
1000 37.217438
1000 33.505466
1000 30.576999
1000 36.556279
1000 32.976883
1000 32.354791
1000 32.971252
1000 32.445959
1000 30.613756
1000 31.216005
1000 35.569037
1000 32.672639
1000 31.107942
1000 33.608812
1000 33.451555
1000 32.572658
1000 32.489971
1000 33.71174
1000 34.139461
1000 38.102403
1000 30.889728
1000 29.774151
1000 28.724604
1000 32.668338
1000 30.611961
1000 34.610489
1000 24.384103
1000 34.318531
1000 34.559059
1000 30.108368
1000 33.83476
1000 32.840633
1000 36.228926
1000 32.713492
1000 35.675412
1000 33.300525
1000 33.21697
1000 33.465353
1000 32.541171
1000 34.726403
1000 32.219143
1000 33.10377
1000 33.055309
1000 33.133042
1000 35.989592
1000 33.338281
1000 32.863508
1000 34.301909
1000 36.689734
1000 35.064378
1000 35.906805
1000 35.432885
1000 31.759817
1000 33.728571
1000 33.475007
1000 34.413442
1000 35.499
1000 37.157117
1000 29.515379
1000 34.35025
1000 35.172478
1000 32.015275
1000 35.973087
1000 34.858804
1000 35.449071
1000 37.591311
1000 35.143776
1000 34.658654
1000 29.507641
1000 35.357733
1000 34.627498
1000 35.269718
1000 31.840751
1000 31.683008
1000 32.972018
1000 34.573487
1000 36.128994
1000 36.37739
1000 32.439621
1000 30.653673
1000 32.257985
1000 26.642242
1000 31.498215
1000 33.397318
1000 33.345552
1000 30.928826
1000 29.906872
1000 34.156556
1000 36.185576
1000 34.073901
1000 32.56825
1000 32.644067
1000 32.941753
1000 30.440672
1000 35.867043
1000 33.490496
1000 35.235962
1000 32.505696
1000 33.400553
1000 30.668363
1000 33.509248
1000 34.246869
1000 30.928472
1000 37.949768
1000 32.310301
1000 36.200775
1000 36.861725
1000 37.822471
1000 30.353371
1000 31.761259
1000 29.026225
1000 26.561393
1000 36.249506
1000 33.327938
1000 35.61176
1000 32.664493
1000 35.842864
1000 35.879991
1000 32.207895
1000 35.619004
1000 35.173653
1000 31.390885
1000 31.278014
1000 33.783577
1000 36.390639
1000 33.064908
1000 32.738218
1000 32.086988
1000 34.803224
1000 35.810559
1000 34.585959
1000 33.063642
1000 28.222439
1000 34.203491
1000 36.113139
1000 30.969015
1000 30.760951
1000 35.785789
1000 32.346428
1000 30.814872
1000 31.839164
1000 33.953482
1000 30.564882
1000 32.774334
1000 36.675416
1000 28.669251
1000 32.17586
1000 35.970812
1000 36.028804
1000 33.286613
1000 35.527769
1000 33.185756
1000 32.121637
1000 35.6526
1000 29.329384
1000 32.493811
1000 31.06608
1000 34.365583
1000 32.192798
1000 33.712985
1000 29.565236
1000 32.634226
1000 30.175131
1000 31.913266
1000 34.707897
1000 34.659438
1000 36.410303
1000 33.301978
1000 24.98886
1000 32.068919
1000 28.889045
1000 35.512475
1000 32.779594
1000 31.676819
1000 29.869114
1000 33.969678
1000 33.823562
1000 31.44395
1000 32.365933
1000 34.290677
1000 35.267103
1000 35.531789
1000 32.904846
1000 33.828975
1000 30.232618
1000 35.768746
1000 34.992699
1000 35.391237
1000 31.951217
1000 34.797577
1000 31.336806
1000 31.665937
1000 34.993466
1000 30.613856
1000 29.241778
1000 29.351946
1000 34.531185
1000 32.210565
1000 32.116296
1000 35.564548
1000 30.828274
1000 28.204618
1000 36.297383
1000 35.198753
1000 32.010255
1000 32.49505
1000 29.901442
1000 31.650273
1000 34.631319
1000 32.455197
1000 28.862634
1000 36.525287
1000 38.264047
1000 36.781142
1000 34.166604
1000 32.298275
1000 33.327691
1000 28.910041
1000 31.097629
1000 34.665375
1000 33.346572
1000 33.448772
1000 30.297543
1000 34.065847
1000 32.884353
1000 31.543104
1000 33.458455
1000 37.193746
1000 34.761257
1000 32.184
1000 30.149708
1000 33.947952
1000 29.528378
1000 37.795032
1000 32.391176
1000 36.062099
1000 33.950945
1000 33.872352
1000 32.958919
1000 35.652967
1000 26.890025
1000 34.504449
1000 35.519231
1000 36.937172
1000 31.87806
1000 29.453363
1000 32.00301
1000 34.479472
1000 30.374393
1000 32.428273
1000 36.58911
1000 29.26566
1000 34.521845
1000 37.235901
1000 36.685433
1000 29.826852
1000 35.156484
1000 30.53817
1000 32.608987
1000 31.711615
1000 37.58627
1000 35.733997
1000 33.218648
1000 33.539583
1000 32.670442
1000 33.633107
1000 30.017029
1000 29.227589
1000 30.315175
1000 34.755071
1000 32.891005
1000 31.911833
1000 32.150411
1000 34.394016
1000 32.838807
1000 33.259642
1000 35.49502
1000 29.340623
1000 32.137056
1000 34.382564
1000 31.81996
1000 33.064912
1000 39.643885
1000 32.031932
1000 32.246975
1000 32.723909
1000 34.458195
1000 31.675898
1000 27.291134
1000 31.211163
1000 34.915213
1000 34.22977
1000 33.6178
1000 32.265019
1000 30.372881
1000 33.123598
