Time c_o3COM[3]
27000 57.626731
27000 20.617011
27000 20.683361
27000 20.00791
27000 28.988726
27000 29.612901
27000 17.755809
27000 18.848182
27000 34.085372
27000 15.285955
27000 20.676632
27000 48.241324
27000 18.678678
27000 79.41854
27000 77.72007
27000 36.971754
27000 22.05322
27000 21.031501
27000 18.864447
27000 19.658353
27000 20.830069
27000 18.111662
27000 28.989325
27000 24.858776
27000 27.557893
27000 20.759568
27000 48.310201
27000 19.561091
27000 28.603221
27000 19.177895
27000 22.835631
27000 20.698374
27000 20.073266
27000 33.054241
27000 39.547443
27000 34.061816
27000 19.790409
27000 20.653965
27000 21.983379
27000 20.698689
27000 18.761715
27000 19.624784
27000 22.095253
27000 37.59838
27000 20.715742
27000 22.034392
27000 23.232389
27000 30.333924
27000 20.076003
27000 25.894977
27000 72.140204
27000 71.342535
27000 30.944923
27000 19.446468
27000 20.272983
27000 70.074541
27000 23.79919
27000 19.49158
27000 21.008237
27000 22.116926
27000 58.855344
27000 20.841968
27000 91.505129
27000 46.549738
27000 68.979795
27000 20.848298
27000 47.291626
27000 49.191017
27000 19.295806
27000 20.867004
27000 17.910497
27000 20.510667
27000 71.237066
27000 28.433415
27000 21.137808
27000 19.814638
27000 18.141201
27000 18.256122
27000 30.502322
27000 18.812834
27000 19.47154
27000 36.226817
27000 63.668873
27000 24.716408
27000 20.909324
27000 21.366493
27000 25.556093
27000 21.846924
27000 17.390953
27000 50.503565
27000 18.409921
27000 57.016921
27000 69.532502
27000 20.042109
27000 15.541069
27000 23.029851
27000 19.960926
27000 78.063236
27000 72.770298
27000 18.522042
27000 22.094207
27000 20.29311
27000 21.407006
27000 19.338829
27000 18.402582
27000 21.610632
27000 19.479017
27000 21.486283
27000 20.283852
27000 19.184391
27000 19.681051
27000 37.653896
27000 27.531904
27000 33.926173
27000 23.942532
27000 23.482222
27000 23.613562
27000 21.197022
27000 19.795083
27000 19.676687
27000 92.868979
27000 20.840124
27000 21.114697
27000 27.241792
27000 65.200053
27000 42.703428
27000 41.512911
27000 26.128591
27000 20.901183
27000 21.054091
27000 50.366946
27000 23.531802
27000 20.005117
27000 19.350265
27000 46.281187
27000 19.311666
27000 29.655456
27000 27.86476
27000 18.376228
27000 21.253447
27000 29.318945
27000 21.968249
27000 19.277093
27000 45.383656
27000 18.733537
27000 28.240369
27000 25.939689
27000 45.49943
27000 33.361209
27000 91.753883
27000 19.73323
27000 19.355293
27000 49.887245
27000 81.023699
27000 32.252603
27000 18.396263
27000 55.98734
27000 21.63816
27000 32.105415
27000 17.117003
27000 22.024257
27000 60.132367
27000 23.347978
27000 19.301337
27000 17.947017
27000 20.651617
27000 20.267463
27000 20.641833
27000 55.101972
27000 21.956904
27000 18.654926
27000 18.740961
27000 47.686373
27000 20.093331
27000 19.142549
27000 23.682883
27000 22.466532
27000 34.318117
27000 19.299112
27000 33.746435
27000 33.956687
27000 59.641671
27000 20.733414
27000 84.965856
27000 25.546254
27000 28.085182
27000 36.508352
27000 20.783904
27000 31.968092
27000 18.237964
27000 20.1334
27000 29.409515
27000 53.794256
27000 53.413319
27000 21.226085
27000 29.033062
27000 18.196602
27000 56.231067
27000 18.499497
27000 21.555469
27000 20.722329
27000 18.904632
27000 87.955602
27000 17.868773
27000 16.596167
27000 20.6868
27000 47.405958
27000 44.008421
27000 24.994837
27000 32.157081
27000 36.420986
27000 37.962422
27000 20.429866
27000 18.9412
27000 89.0475
27000 46.969095
27000 20.917994
27000 26.01265
27000 20.860166
27000 61.712441
27000 20.885217
27000 53.612975
27000 21.5512
27000 21.363587
27000 22.131306
27000 29.273209
27000 19.038673
27000 20.285714
27000 20.697118
27000 23.83236
27000 19.250919
27000 19.839345
27000 39.602219
27000 20.74702
27000 20.413333
27000 92.04016
27000 34.269145
27000 26.239518
27000 18.641674
27000 17.424847
27000 39.633351
27000 19.841021
27000 27.494867
27000 20.989207
27000 27.306598
27000 25.70422
27000 21.372844
27000 30.202729
27000 19.568111
27000 19.729098
27000 24.184247
27000 67.000594
27000 31.851806
27000 18.890974
27000 20.480498
27000 23.753031
27000 33.375274
27000 21.516917
27000 34.974018
27000 28.135953
27000 20.685711
27000 19.801395
27000 18.490788
27000 35.406155
27000 18.69374
27000 20.838756
27000 28.901955
27000 33.61059
27000 19.698498
27000 29.830248
27000 65.41472
27000 17.951175
27000 60.955877
27000 54.568121
27000 31.396412
27000 23.546017
27000 19.428704
27000 22.65965
27000 69.459783
27000 19.08792
27000 39.573844
27000 19.582639
27000 20.939327
27000 20.237203
27000 36.175599
27000 21.079287
27000 33.095265
27000 70.386615
27000 18.444942
27000 18.950347
27000 19.5711
27000 20.177306
27000 22.921109
27000 30.275687
27000 79.944371
27000 20.522476
27000 19.619175
27000 24.833574
27000 22.693076
27000 19.545295
27000 86.309477
27000 53.185993
27000 24.07478
27000 19.498777
27000 17.657214
27000 18.636638
27000 19.79186
27000 37.350258
27000 20.061752
27000 26.233835
27000 54.615037
27000 22.533514
27000 34.260685
27000 46.888367
27000 89.886566
27000 18.944519
27000 34.202829
27000 22.746094
27000 21.216234
27000 33.867167
27000 18.926905
27000 25.147614
27000 20.260147
27000 21.682934
27000 19.714025
27000 19.643544
27000 18.325628
27000 18.742764
27000 19.895448
27000 19.011092
27000 20.077355
27000 19.231587
27000 20.944155
27000 36.269869
27000 90.468591
27000 70.48045
27000 34.007941
27000 20.838197
27000 20.436367
27000 31.451297
27000 35.14153
27000 41.45252
27000 21.12368
27000 35.303221
27000 17.733006
27000 20.801164
27000 35.074359
27000 68.710812
27000 86.129622
27000 38.835442
27000 49.050138
27000 38.121578
27000 31.857556
27000 25.476132
27000 18.915447
27000 18.217044
27000 18.703499
27000 22.730206
27000 19.175059
27000 21.715113
27000 75.427734
27000 42.187141
27000 23.228025
27000 50.830826
27000 21.222957
27000 55.754183
27000 20.597325
27000 33.162648
27000 19.907131
27000 18.809771
27000 19.129814
27000 39.426504
27000 19.185866
27000 33.930453
27000 24.007683
27000 20.749217
27000 19.987202
27000 19.822226
27000 54.511902
27000 55.355302
27000 87.867489
27000 21.360846
27000 22.613607
27000 18.291592
27000 29.174134
27000 29.77937
27000 40.552448
27000 20.756259
27000 25.771223
27000 52.701531
27000 20.080683
27000 21.914067
27000 28.522292
27000 22.376066
27000 32.431006
27000 29.984871
27000 67.075357
27000 19.075847
27000 19.290105
27000 21.974007
27000 24.905567
27000 21.359155
27000 20.001926
27000 61.663123
27000 21.156437
27000 22.290274
27000 22.847012
27000 18.972014
27000 33.138964
27000 27.884719
27000 21.635656
27000 20.202185
27000 21.547869
27000 34.069311
27000 17.629183
27000 71.079963
27000 20.06308
27000 31.899701
27000 21.009943
27000 19.031601
27000 34.725047
27000 72.456234
27000 23.146377
27000 42.77755
27000 19.079595
27000 19.873511
27000 22.035325
27000 31.151975
27000 19.515923
27000 41.748553
27000 20.420887
27000 20.412469
27000 19.222304
27000 18.187089
27000 22.498523
27000 35.755836
27000 19.536614
27000 78.812069
27000 18.203234
27000 34.952945
27000 19.155133
27000 24.400788
27000 24.965758
27000 19.376877
27000 34.242995
27000 35.378615
27000 39.206225
27000 18.842813
27000 20.973392
27000 21.860858
27000 15.724089
27000 19.849228
27000 19.075224
27000 18.964405
27000 34.552027
27000 19.508056
27000 19.328065
27000 43.713698
27000 18.881824
27000 15.242887
27000 43.615575
27000 18.896901
27000 22.691159
27000 19.400246
27000 22.192104
27000 19.54778
27000 20.636981
27000 19.326415
27000 18.89444
27000 20.157198
27000 20.111065
27000 87.023661
27000 90.56453
27000 19.050159
27000 20.179135
27000 18.808875
27000 60.107174
27000 49.427684
27000 18.436233
27000 20.427304
27000 18.633837
27000 21.81317
27000 30.154355
27000 88.892393
27000 23.677516
27000 21.597884
27000 21.791301
27000 37.370048
27000 21.689857
27000 21.171435
27000 19.944761
27000 21.845682
27000 86.320292
27000 89.457295
27000 45.119755
27000 20.691087
27000 35.608723
27000 31.576077
27000 51.922259
27000 18.359453
27000 72.11807
27000 29.682023
27000 62.383603
27000 88.206849
27000 25.621669
27000 18.870781
27000 72.358753
27000 19.804863
27000 18.53066
27000 26.446959
27000 22.471492
27000 70.674352
27000 19.385565
27000 58.219212
27000 44.533388
27000 19.850259
27000 19.682522
27000 18.275625
27000 73.341847
27000 20.122932
27000 74.805185
27000 38.583221
27000 33.256099
27000 53.814619
27000 19.526333
27000 75.093889
27000 23.010502
27000 23.514887
27000 22.175516
27000 24.207526
27000 19.104953
27000 19.800722
27000 22.061261
27000 42.757969
27000 22.920665
27000 17.736757
27000 20.211652
27000 42.443831
27000 91.924974
27000 28.904278
27000 20.188243
27000 18.128699
27000 19.307377
27000 19.233113
27000 23.698994
27000 77.073719
27000 52.30885
27000 21.844713
