Time c_o3COM[3]
3000 29.491051
3000 22.980361
3000 30.867326
3000 33.21759
3000 36.599074
3000 33.271421
3000 24.528294
3000 34.692905
3000 36.975019
3000 32.204563
3000 28.694512
3000 32.118287
3000 34.322117
3000 27.234789
3000 26.720575
3000 37.700688
3000 31.845099
3000 27.340906
3000 22.23051
3000 29.533819
3000 19.296924
3000 29.539696
3000 33.099319
3000 33.947134
3000 36.91779
3000 26.66882
3000 25.730993
3000 33.72185
3000 33.696044
3000 33.27602
3000 34.69211
3000 33.106333
3000 33.641713
3000 36.346186
3000 26.414759
3000 30.932384
3000 28.367766
3000 30.813042
3000 29.975755
3000 27.812836
3000 30.593812
3000 36.226741
3000 29.126841
3000 27.03912
3000 31.848356
3000 24.295585
3000 25.41739
3000 33.233913
3000 26.357516
3000 36.186728
3000 28.027547
3000 30.319522
3000 36.444714
3000 29.361701
3000 30.522926
3000 32.416715
3000 24.520097
3000 31.761796
3000 28.367115
3000 26.925566
3000 29.376131
3000 29.48246
3000 23.603396
3000 24.999393
3000 21.202736
3000 32.757197
3000 33.052734
3000 29.404149
3000 31.656103
3000 31.125458
3000 27.25062
3000 21.670985
3000 22.545908
3000 25.862432
3000 31.852683
3000 29.628114
3000 29.90672
3000 32.223025
3000 31.431488
3000 27.439654
3000 33.626008
3000 28.913155
3000 31.832905
3000 30.887477
3000 31.780276
3000 33.388137
3000 32.300838
3000 26.081028
3000 25.812846
3000 29.692456
3000 35.219809
3000 24.592079
3000 30.107755
3000 22.445759
3000 23.420636
3000 19.63667
3000 32.486426
3000 29.552344
3000 33.492397
3000 24.202504
3000 34.421051
3000 32.174482
3000 33.088729
3000 23.886293
3000 28.600982
3000 29.30941
3000 31.900872
3000 21.085468
3000 31.035738
3000 29.972906
3000 30.633652
3000 31.79621
3000 35.196348
3000 21.341686
3000 34.208719
3000 19.628206
3000 38.15018
3000 36.37488
3000 32.205025
3000 38.271837
3000 25.563
3000 32.779891
3000 29.174661
3000 32.453987
3000 29.425224
3000 30.493579
3000 34.767537
3000 36.201279
3000 26.315996
3000 20.067611
3000 27.650618
3000 35.182135
3000 33.934276
3000 33.887708
3000 29.473662
3000 19.890823
3000 31.43357
3000 36.205911
3000 33.211482
3000 31.424153
3000 37.250021
3000 28.268449
3000 31.136279
3000 32.567409
3000 34.231724
3000 35.044697
3000 35.494703
3000 30.918805
3000 31.371652
3000 30.481939
3000 31.34554
3000 34.67062
3000 24.622007
3000 26.872271
3000 33.810984
3000 23.74221
3000 30.44491
3000 37.241983
3000 35.722338
3000 32.131008
3000 23.77594
3000 23.247928
3000 32.771922
3000 31.375164
3000 26.731412
3000 26.893256
3000 32.524077
3000 33.065243
3000 31.905417
3000 31.375456
3000 27.566655
3000 25.241292
3000 30.681265
3000 33.142262
3000 21.708634
3000 28.176447
3000 32.031046
3000 35.305177
3000 22.654011
3000 35.030337
3000 35.144594
3000 29.798372
3000 31.601053
3000 21.770344
3000 22.408388
3000 34.91062
3000 31.136093
3000 32.657308
3000 32.478021
3000 31.032233
3000 33.729349
3000 35.264973
3000 36.034493
3000 30.940824
3000 21.559303
3000 32.518492
3000 31.317861
3000 28.587724
3000 31.500968
3000 32.133606
3000 29.925646
3000 28.007928
3000 32.854597
3000 27.64933
3000 23.044306
3000 30.939018
3000 31.863297
3000 30.30699
3000 26.166905
3000 32.312102
3000 28.603412
3000 38.085009
3000 25.13536
3000 23.910315
3000 20.246879
3000 29.237039
3000 18.829547
3000 32.771416
3000 18.720571
3000 32.188638
3000 33.334531
3000 21.171887
3000 28.108644
3000 31.474408
3000 33.989499
3000 32.301535
3000 34.715001
3000 28.005805
3000 25.699247
3000 33.0449
3000 31.432991
3000 33.835048
3000 27.87225
3000 28.412841
3000 32.248429
3000 27.434738
3000 35.851236
3000 32.874531
3000 31.396631
3000 31.73115
3000 32.108893
3000 32.660225
3000 35.349121
3000 34.392341
3000 26.841781
3000 31.792877
3000 32.704988
3000 31.756563
3000 34.5077
3000 35.669484
3000 22.426213
3000 31.352967
3000 34.921569
3000 28.800376
3000 33.979294
3000 32.043444
3000 35.255553
3000 35.450268
3000 33.225888
3000 34.311727
3000 23.794042
3000 33.41446
3000 32.990184
3000 35.249532
3000 24.268519
3000 26.650507
3000 30.896509
3000 29.992534
3000 35.465561
3000 35.88151
3000 29.617248
3000 23.167076
3000 29.978986
3000 20.221997
3000 30.398571
3000 31.533022
3000 32.453411
3000 25.216535
3000 25.38033
3000 29.697451
3000 31.690123
3000 31.182052
3000 27.949353
3000 28.420155
3000 28.40281
3000 29.308193
3000 35.648697
3000 30.019572
3000 32.577672
3000 31.35416
3000 32.58423
3000 26.515192
3000 32.202509
3000 32.424625
3000 28.581882
3000 34.73395
3000 30.808958
3000 32.119877
3000 35.074013
3000 36.08475
3000 25.526519
3000 28.275821
3000 20.67798
3000 20.198912
3000 33.605773
3000 30.787511
3000 34.174137
3000 29.327349
3000 32.067763
3000 35.278945
3000 28.824374
3000 30.488069
3000 35.08796
3000 26.807111
3000 27.684001
3000 33.111497
3000 33.051448
3000 29.123554
3000 31.778531
3000 27.71102
3000 31.13255
3000 35.169518
3000 27.41818
3000 30.122455
3000 21.556604
3000 32.805729
3000 35.348248
3000 28.696451
3000 27.571199
3000 34.352404
3000 30.325973
3000 23.938996
3000 26.81682
3000 30.808312
3000 24.3309
3000 26.643452
3000 35.064633
3000 23.020786
3000 27.907231
3000 35.622935
3000 35.977205
3000 29.471365
3000 32.095121
3000 26.303367
3000 26.830324
3000 29.162367
3000 23.914203
3000 26.198752
3000 25.540257
3000 31.948548
3000 31.245539
3000 32.732129
3000 20.021652
3000 26.513733
3000 24.971781
3000 31.324807
3000 32.522732
3000 31.509001
3000 35.073375
3000 30.989542
3000 23.220027
3000 30.230812
3000 21.952594
3000 33.642638
3000 31.689085
3000 25.193287
3000 19.713491
3000 31.957692
3000 31.309406
3000 28.19877
3000 25.659615
3000 32.520995
3000 30.708187
3000 30.281021
3000 31.831056
3000 31.7702
3000 24.904366
3000 34.402191
3000 33.673286
3000 33.039305
3000 27.975758
3000 31.474013
3000 26.277863
3000 28.807073
3000 34.587378
3000 24.734718
3000 25.964584
3000 20.289011
3000 33.932499
3000 30.043171
3000 27.03901
3000 34.108505
3000 28.667504
3000 21.173002
3000 34.778692
3000 33.053758
3000 24.16419
3000 23.592993
3000 19.518095
3000 24.435126
3000 33.977294
3000 28.815189
3000 20.59567
3000 35.109781
3000 37.402264
3000 35.075058
3000 33.710761
3000 28.584545
3000 27.341596
3000 20.388784
3000 30.726817
3000 33.955284
3000 28.629442
3000 31.414832
3000 25.266389
3000 34.071204
3000 27.934232
3000 25.33367
3000 28.831764
3000 36.314888
3000 33.063172
3000 26.224606
3000 21.522742
3000 30.779557
3000 24.831864
3000 36.502704
3000 24.753898
3000 28.465758
3000 32.291713
3000 33.147321
3000 27.593148
3000 34.979047
3000 19.448333
3000 32.611532
3000 35.263442
3000 31.115536
3000 28.675364
3000 20.406932
3000 30.094893
3000 32.039417
3000 24.4624
3000 27.152139
3000 36.496838
3000 20.294289
3000 32.570654
3000 35.58329
3000 36.558962
3000 20.14712
3000 29.541454
3000 26.836839
3000 31.626032
3000 29.998228
3000 37.44073
3000 34.82762
3000 25.834841
3000 26.020112
3000 29.445565
3000 29.564218
3000 24.061547
3000 25.430618
3000 27.672118
3000 30.162744
3000 30.047855
3000 30.449363
3000 30.413349
3000 32.004069
3000 28.728154
3000 31.84396
3000 34.5554
3000 21.472269
3000 28.320839
3000 30.437022
3000 27.185366
3000 30.962354
3000 36.874217
3000 28.722178
3000 29.503345
3000 25.024578
3000 30.507996
3000 25.081025
3000 18.975536
3000 27.173255
3000 33.028568
3000 30.340415
3000 29.301981
3000 28.618605
3000 28.094444
3000 30.262497
3000 23.636362
3000 35.519232
3000 25.847672
3000 24.517133
3000 27.032766
3000 32.88127
3000 24.182371
3000 28.704262
3000 28.200356
3000 26.788157
3000 24.581276
3000 22.105132
3000 21.425165
3000 33.802129
3000 28.891498
3000 27.21266
3000 33.717638
3000 31.12581
3000 29.293989
3000 28.877879
3000 27.160534
3000 31.775572
3000 24.706866
3000 35.991727
3000 32.12871
3000 24.227922
3000 22.775101
3000 28.85843
3000 28.885753
3000 33.986453
3000 32.057632
3000 24.988483
3000 29.871558
3000 25.923729
3000 33.051259
3000 23.122156
3000 30.359783
3000 20.876221
3000 27.257248
3000 30.141563
3000 30.511463
3000 32.649295
3000 27.894722
3000 29.465626
3000 26.80477
3000 21.020423
3000 25.192772
3000 25.192919
3000 33.636216
3000 34.833908
3000 23.932738
3000 24.201545
3000 25.424939
3000 23.989638
3000 26.991789
3000 33.388906
3000 26.216406
3000 28.251579
3000 30.209407
3000 28.786191
3000 20.716223
3000 20.426187
3000 32.342901
3000 32.070089
3000 29.026978
3000 22.010987
3000 32.448136
3000 29.951571
3000 25.702418
3000 28.642315
3000 28.60238
3000 25.284884
3000 28.666371
3000 33.451393
3000 32.335111
3000 26.15649
3000 25.191324
3000 31.09768
3000 29.258384
3000 24.186546
3000 36.76683
3000 31.053113
3000 32.309855
3000 23.76367
3000 32.855148
3000 19.507611
3000 23.583243
3000 36.099143
3000 27.095367
3000 32.967863
3000 34.077827
3000 36.222921
3000 31.112464
3000 34.910843
3000 37.224166
3000 39.086519
3000 26.255382
3000 28.954423
3000 31.156537
3000 35.41814
3000 34.889864
3000 34.066822
3000 31.0795
3000 31.509108
3000 25.607142
3000 34.053796
3000 31.416091
3000 21.764698
3000 31.728234
3000 24.17497
3000 23.47154
3000 33.887338
3000 31.4024
3000 30.034475
3000 32.975179
3000 31.052264
3000 31.183726
3000 30.995375
3000 31.4865
3000 29.596764
3000 32.033682
3000 29.158885
