Time c_o3COM[3] v_zO3
14000 33.768247 -5.8233898e-05
14000 19.842961 0.001092057
14000 19.274103 0.0019951587
14000 19.013067 -0.00071218435
14000 21.934614 -0.00058170189
14000 21.638524 0.0010640932
14000 20.251887 -0.0029489087
14000 17.597816 -0.0023944784
14000 19.701207 0.00092284654
14000 19.367465 0.0017480214
14000 19.859703 0.0022255702
14000 22.250554 -0.0019325379
14000 36.802204 -0.00021208423
14000 31.980607 -0.00040292924
14000 22.798216 -0.0036722983
14000 23.08528 0.0014896221
14000 20.793019 -0.0020942253
14000 37.256385 -0.00017959229
14000 21.935299 -0.0012045573
14000 21.489345 0.00079582254
14000 23.245404 -0.0038382218
14000 20.166368 0.00074542902
14000 29.929292 0.00073747843
14000 20.367464 -0.0044055649
14000 20.543198 0.0030109748
14000 22.487033 0.00085827365
14000 31.488306 -0.00043391748
14000 20.336907 -0.0033912789
14000 20.371159 0.002161012
14000 16.216487 0.0010206933
14000 18.168392 0.0010430992
14000 29.214268 0.0017939464
14000 22.623259 0.0014983209
14000 38.250239 0.0023818525
14000 34.034371 -0.00023776768
14000 19.539655 0.0016936964
14000 34.03639 -0.00018704258
14000 20.702859 -5.2322554e-05
14000 19.709278 -0.0017285428
14000 29.518144 0.0020875112
14000 21.354604 -0.0011574557
14000 28.208169 0.00011497591
14000 24.359232 0.0015080799
14000 22.450304 -0.0017014002
14000 21.14434 -0.001944519
14000 23.90702 0.0030532827
14000 23.182443 -0.0025875706
14000 33.307254 -5.6573872e-05
14000 20.001271 -0.00087207957
14000 29.123253 -0.0005761696
14000 49.183024 0.0029660136
14000 20.639808 0.0028894231
14000 20.858047 0.0014216225
14000 27.146807 -0.00093540159
14000 33.104216 -6.7119521e-05
14000 27.250947 -0.00073932875
14000 22.737089 0.0020320913
14000 32.932311 0.0026148067
14000 32.598735 -0.000147318
14000 34.982276 -0.00039203125
14000 28.260465 -0.00050431031
14000 19.037904 0.00015406806
14000 19.655984 0.005670161
14000 21.505675 0.0044594076
14000 19.95535 -0.00091762987
14000 22.443246 0.001161237
14000 19.054563 -0.0029475575
14000 20.172961 -0.00026874427
14000 46.710136 0.0028559584
14000 22.750912 0.00068199362
14000 27.340791 -0.00076740161
14000 20.966685 -0.0019803937
14000 21.64325 -0.00015963119
14000 17.685257 0.0039161251
14000 21.962799 0.0032044572
14000 22.053212 0.0019470005
14000 31.875615 0.00025129608
