Time c_o3COM[3] v_zO3
16000 33.598092 -3.3431771e-05
16000 20.892113 -0.0016805864
16000 19.43473 0.0017332241
16000 17.465756 0.0026348414
16000 26.832455 0.0018426911
16000 19.47261 -0.00052736307
16000 20.122878 -0.0030896832
16000 19.341816 -0.00054951667
16000 19.374547 -0.0012693397
16000 19.22961 -0.0018056462
16000 20.043674 0.0016814842
16000 18.668588 0.0014227894
16000 36.572323 -0.00025253475
16000 31.326098 -0.00028402711
16000 28.816713 0.0028740134
16000 20.456613 0.0029687002
16000 17.790492 -0.0027673423
16000 37.032634 -9.0753565e-05
16000 19.70096 0.0055894976
16000 20.15874 -0.0020792162
16000 21.613162 0.0044223454
16000 21.112945 -0.00091732147
16000 31.337727 0.00070677508
16000 20.382272 0.0047334513
16000 19.626814 0.00027189135
16000 21.327135 0.0052313858
16000 30.71512 -0.00049980592
16000 20.285883 -0.0027264734
16000 20.841952 0.0057868706
16000 16.588052 0.00036840084
16000 19.702819 -0.0017804988
16000 32.597755 0.0017742767
16000 21.323595 -0.0015052101
16000 43.013684 0.0024791284
16000 33.501285 -0.0003616445
16000 19.412036 0.0012547933
16000 33.752407 -0.00011529173
16000 20.640625 -0.0034366814
16000 19.632269 -0.0010236855
16000 33.496678 0.0019655152
16000 21.001763 0.0044663652
16000 28.306498 -9.267013e-05
16000 24.961813 -0.00092572245
16000 20.224768 0.0011370928
16000 24.025259 -5.0957639e-05
16000 27.907298 0.0010779867
16000 23.078779 -0.0024710474
16000 33.228788 -6.7516614e-05
16000 16.695741 -2.750555e-05
16000 27.370309 -0.001035565
16000 55.307368 0.0030879852
16000 21.941831 0.0029521114
16000 19.539098 0.0025170983
16000 24.485155 -0.001848275
16000 32.962812 -9.1264399e-05
16000 24.940303 0.0025570644
16000 23.372868 -0.001718767
16000 38.246812 0.0025618373
16000 32.35524 -8.8018434e-05
16000 34.258152 -0.00026985517
16000 26.963346 -0.00086850349
16000 20.199206 0.00028641822
16000 21.902038 0.0040873263
16000 20.265812 -0.0041206491
16000 20.944849 -0.0011136547
16000 25.074343 0.0021885896
16000 19.976758 0.00088969263
16000 21.354333 -0.0015837157
16000 52.271719 0.0028154761
16000 20.859488 0.0011650809
16000 25.420546 -0.0011930158
16000 19.648078 -4.9183294e-05
16000 24.035725 -0.0013391822
16000 19.968772 -0.0018185467
16000 22.191759 0.0011660198
16000 23.920347 0.0040110802
16000 32.723787 0.00050384517
16000 21.904737 -0.0012105258
